DAF 95 series,"$ 30 000
                                                                                                                             2 584 800 сом",
DAF 95 series,"$ 30 000
                                                                                                                             2 584 800 сом",
DAF 95 series,"$ 30 000
                                                                                                                             2 584 800 сом",
DAF 95 series,"$ 30 000
                                                                                                                             2 584 800 сом",
DAF 95 series,"$ 30 000
                                                                                                                             2 584 800 сом",
